"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","SIC_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110040507494","AIRS/AFS","4501500108","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507500","AIRS/AFS","4501500110","AIR MINOR","5031","PRIMARY","LUMBER, PLYWOOD, MILLWORK, AND WOOD PANELS"
"110040507537","AIRS/AFS","4501500527","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040507546","AIRS/AFS","4501590536","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507546","AIRS/AFS","4501500536","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507555","AIRS/AFS","4501590563","AIR MINOR","1429","PRIMARY","CRUSHED AND BROKEN STONE, NOT ELSEWHERE CLASSIFIED"
"110040507555","AIRS/AFS","4501590563","AIR MINOR","3295","SECONDARY","MINERALS AND EARTHS, GROUND OR OTHERWISE TREATED"
"110040507555","AIRS/AFS","4501500563","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507564","AIRS/AFS","4502500046","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507573","AIRS/AFS","4502500050","AIR MINOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040507582","AIRS/AFS","4502500053","AIR MINOR","2051","PRIMARY","BREAD AND OTHER BAKERY PRODUCTS, EXCEPT COOKIES AND CRACKERS"
"110040507591","AIRS/AFS","4502500054","AIR MINOR","2499","PRIMARY","WOOD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040507608","AIRS/AFS","4502500327","AIR MINOR","1423","PRIMARY","CRUSHED AND BROKEN GRANITE"
"110040507617","AIRS/AFS","4502500533","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110040507626","AIRS/AFS","4502500539","AIR SYNTHETIC MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110040507626","AIR","SC0000004502500539","AIR SYNTHETIC MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110040507626","AIRS/AFS","4502590539","AIR SYNTHETIC MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110040507635","AIRS/AFS","4505100117","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507644","AIRS/AFS","4505100125","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507653","AIRS/AFS","4505100127","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507662","AIRS/AFS","4505100128","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507671","AIRS/AFS","4505100130","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040507680","AIRS/AFS","4505100133","AIR MINOR","5261","PRIMARY","RETAIL NURSERIES, LAWN AND GARDEN SUPPLY STORES"
"110040507715","AIRS/AFS","4500100037","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507724","AIRS/AFS","4500100039","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507733","AIRS/AFS","4502700045","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507751","AIRS/AFS","4502700049","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507760","AIRS/AFS","4502700546","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040507779","AIRS/AFS","4505100134","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507788","AIRS/AFS","4505100137","AIR MINOR","7996","PRIMARY","AMUSEMENT PARKS"
"110040507797","AIRS/AFS","4505100139","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507804","AIRS/AFS","4505100140","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507813","AIRS/AFS","4505100141","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507822","AIRS/AFS","4505100526","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040507840","AIRS/AFS","4505190562","AIR MINOR","1429","PRIMARY","CRUSHED AND BROKEN STONE, NOT ELSEWHERE CLASSIFIED"
"110040507840","AIRS/AFS","4505100562","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507840","AIRS/AFS","4505190562","AIR MINOR","3295","SECONDARY","MINERALS AND EARTHS, GROUND OR OTHERWISE TREATED"
"110040507859","AIRS/AFS","4507100047","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507868","AIRS/AFS","4507100051","AIR MINOR","4911","PRIMARY","ELECTRIC SERVICES"
"110040507886","AIRS/AFS","4502900038","AIR MINOR","3231","PRIMARY","GLASS PRODUCTS, MADE OF PURCHASED GLASS"
"110040507895","AIR","SC0000004502900537","AIR EMISSIONS CLASSIFICATION UNKNOWN","3273","PRIMARY","READY-MIXED CONCRETE"
"110040507895","AIRS/AFS","4502900537","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040507895","AIRS/AFS","4502990537","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040507902","AIRS/AFS","4505300037","AIR SYNTHETIC MINOR","4953","PRIMARY","REFUSE SYSTEMS"
"110040507911","AIRS/AFS","4505300040","AIR MINOR","2519","PRIMARY","HOUSEHOLD FURNITURE, NOT ELSEWHERE CLASSIFIED"
"110040507920","AIRS/AFS","4505300041","AIR MINOR","2519","PRIMARY","HOUSEHOLD FURNITURE, NOT ELSEWHERE CLASSIFIED"
"110040507939","AIRS/AFS","4505300045","AIR MINOR","3931","PRIMARY","MUSICAL INSTRUMENTS"
"110040507948","AIRS/AFS","4505300046","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040507957","AIRS/AFS","4505300047","AIR MINOR","2431","PRIMARY","MILLWORK"
"110040507966","AIRS/AFS","4505300048","AIR MINOR","2396","PRIMARY","AUTOMOTIVE TRIMMINGS, APPAREL FINDINGS, AND RELATED PRODUCTS"
"110040507975","AIRS/AFS","4505300049","AIR MINOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040507984","AIR","SC00013600050","AIR MAJOR","2499","PRIMARY","WOOD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040507984","AIRS/AFS","4505300050","AIR MINOR","2499","PRIMARY","WOOD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040508028","AIRS/AFS","4505500058","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508046","AIRS/AFS","4505500066","AIR MINOR","3463","PRIMARY","NONFERROUS FORGINGS"
"110040508055","AIRS/AFS","4505500067","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508064","AIRS/AFS","4507300079","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040508073","AIRS/AFS","4507300081","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508082","AIRS/AFS","4507300082","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508091","AIRS/AFS","4509100161","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508117","AIRS/AFS","4500300133","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508135","AIRS/AFS","4500300137","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040508153","AIRS/AFS","4500300139","AIR MINOR","2819","PRIMARY","INDUSTRIAL INORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040508162","AIRS/AFS","4500300142","AIR MINOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040508162","NPDES","SCR006152","ICIS-NPDES NON-MAJOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040508180","AIRS/AFS","4500300145","AIR MINOR","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110040508199","AIRS/AFS","4500300146","AIR MINOR","5169","PRIMARY","CHEMICALS AND ALLIED PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040508206","AIRS/AFS","4500300147","AIR MAJOR","3519","PRIMARY","INTERNAL COMBUSTION ENGINES, NOT ELSEWHERE CLASSIFIED"
"110040508215","AIRS/AFS","4503100058","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508224","AIRS/AFS","4503100062","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508233","AIRS/AFS","4503100064","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508242","AIRS/AFS","4503100067","AIR MINOR","1542","PRIMARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110040508251","AIRS/AFS","4503100069","AIR MINOR","4931","PRIMARY","ELECTRIC AND OTHER SERVICES COMBINED"
"110040508260","AIRS/AFS","4503100070","AIR MINOR","5012","PRIMARY","AUTOMOBILES AND OTHER MOTOR VEHICLES"
"110040508279","AIRS/AFS","4503100071","AIR MINOR","3441","PRIMARY","FABRICATED STRUCTURAL METAL"
"110040508288","AIRS/AFS","4505500072","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040508304","AIRS/AFS","4505500074","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508322","AIRS/AFS","4500300538","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040508322","AIR","SC0000004500300538","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040508331","AIRS/AFS","4503300035","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508368","AIRS/AFS","4505700064","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040508377","AIRS/AFS","4505700065","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040508386","AIRS/AFS","4507500106","AIR MINOR","3479","PRIMARY","COATING, ENGRAVING, AND ALLIED SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508395","AIRS/AFS","4507500122","AIR MINOR","7532","PRIMARY","TOP, BODY, AND UPHOLSTERY REPAIR SHOPS AND PAINT SHOPS"
"110040508402","AIRS/AFS","4507500123","AIR MINOR","4911","PRIMARY","ELECTRIC SERVICES"
"110040508411","AIRS/AFS","4507500124","AIR MINOR","2448","PRIMARY","WOOD PALLETS AND SKIDS"
"110040508439","AIRS/AFS","4503500070","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508466","AIRS/AFS","4508300317","AIR MINOR","3542","PRIMARY","MACHINE TOOLS, METAL FORMING TYPES"
"110040508484","AIRS/AFS","4503500084","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508493","AIRS/AFS","4503500087","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508509","AIRS/AFS","4503500096","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040508518","AIRS/AFS","4503500097","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508527","AIRS/AFS","4503500098","AIR MINOR","1771","PRIMARY","CONCRETE WORK"
"110040508536","AIRS/AFS","4504500387","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508545","AIRS/AFS","4504500390","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508554","AIRS/AFS","4504500393","AIR MINOR","4911","PRIMARY","ELECTRIC SERVICES"
"110040508563","AIRS/AFS","4504500408","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508572","AIRS/AFS","4505900076","AIR MINOR","2435","PRIMARY","HARDWOOD VENEER AND PLYWOOD"
"110040508607","AIRS/AFS","4505900102","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508616","AIRS/AFS","4505900103","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508625","AIRS/AFS","4507700065","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508634","AIRS/AFS","4507700068","AIR MINOR","3471","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING"
"110040508643","AIRS/AFS","4507700071","AIR MINOR","9641","PRIMARY","REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES"
"110040508652","AIRS/AFS","4507700081","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508661","AIRS/AFS","4507700089","AIR MINOR","5031","PRIMARY","LUMBER, PLYWOOD, MILLWORK, AND WOOD PANELS"
"110040508670","AIRS/AFS","4507700090","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508689","AIRS/AFS","4508300358","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508705","AIRS/AFS","4508300366","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508723","AIRS/AFS","4508300379","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508769","AIRS/AFS","4500700156","AIR MINOR","4911","PRIMARY","ELECTRIC SERVICES"
"110040508778","AIRS/AFS","4500700158","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508787","AIRS/AFS","4501900333","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508796","AIRS/AFS","4503700028","AIR MINOR","2299","PRIMARY","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"110040508812","AIRS/AFS","4503700039","AIR MINOR","5169","PRIMARY","CHEMICALS AND ALLIED PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040508821","AIRS/AFS","4503700040","AIR MINOR","5172","PRIMARY","PETROLEUM AND PETROLEUM PRODUCTS WHOLESALERS, EXCEPT BULK STATIONS AND TERMINALS"
"110040508830","AIRS/AFS","4503700041","AIR MINOR","0723","PRIMARY","CROP PREPARATION SERVICES FOR MARKET, EXCEPT COTTON GINNING"
"110040508849","AIRS/AFS","4503700043","AIR MINOR","1423","PRIMARY","CRUSHED AND BROKEN GRANITE"
"110040508858","AIRS/AFS","4503700543","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508876","AIRS/AFS","4504500443","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508885","AIRS/AFS","4504500444","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508894","AIRS/AFS","4504500448","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508901","AIRS/AFS","4504500451","AIR MINOR","8062","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS"
"110040508910","AIRS/AFS","4504500454","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508938","AIRS/AFS","4504500456","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508947","AIRS/AFS","4505900107","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508956","AIRS/AFS","4505900108","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508965","AIRS/AFS","4505900109","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040508974","AIRS/AFS","4505900112","AIR MINOR","2899","PRIMARY","CHEMICALS AND CHEMICAL PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"110040508983","OSHA-OIS","316619188","OSHA ESTABLISHMENT","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110040508983","AIRS/AFS","4505900118","AIR MINOR","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110040508983","OSHA-OIS","316196831","OSHA ESTABLISHMENT","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110040508992","AIRS/AFS","4505900119","AIR MINOR","2297","PRIMARY","NONWOVEN FABRICS"
"110040509009","NPDES","SCR006170","ICIS-NPDES NON-MAJOR","3463","PRIMARY","NONFERROUS FORGINGS"
"110040509009","AIRS/AFS","4505900120","AIR MINOR","3463","PRIMARY","NONFERROUS FORGINGS"
"110040509009","OSHA-OIS","317494672","OSHA ESTABLISHMENT","3463","PRIMARY","NONFERROUS FORGINGS"
"110040509009","OSHA-OIS","317892263","OSHA ESTABLISHMENT","3463","PRIMARY","NONFERROUS FORGINGS"
"110040509018","AIRS/AFS","4505900121","AIR MINOR","3363","PRIMARY","ALUMINUM DIE-CASTINGS"
"110040509027","AIR","SC0000004505900541","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509027","AIRS/AFS","4505900541","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509027","AIRS/AFS","4505990541","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509036","AIRS/AFS","4505900564","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509063","AIRS/AFS","4508300412","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509090","AIRS/AFS","4500700164","AIR MINOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040509143","AIRS/AFS","4500700176","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509152","AIRS/AFS","4500700190","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509161","AIRS/AFS","4500700191","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509198","AIRS/AFS","4503900032","AIR MINOR","3732","PRIMARY","BOAT BUILDING AND REPAIRING"
"110040509214","AIRS/AFS","4503900034","AIR MINOR","1423","PRIMARY","CRUSHED AND BROKEN GRANITE"
"110040509223","AIRS/AFS","4503900035","AIR MINOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040509223","OSHA-OIS","317496750","OSHA ESTABLISHMENT","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040509241","AIRS/AFS","4504500458","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509250","AIRS/AFS","4504500459","AIR MINOR","3465","PRIMARY","AUTOMOTIVE STAMPINGS"
"110040509269","AIRS/AFS","4504500462","AIR MINOR","0723","PRIMARY","CROP PREPARATION SERVICES FOR MARKET, EXCEPT COTTON GINNING"
"110040509278","AIRS/AFS","4504500463","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509287","AIRS/AFS","4504500464","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040509303","AIRS/AFS","4504500471","AIR MINOR","3299","PRIMARY","NONMETALLIC MINERAL PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040509303","AIRS/AFS","4504500471","AIR MINOR","3499","SECONDARY","FABRICATED METAL PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040509312","AIRS/AFS","4504500472","AIR MINOR","3444","PRIMARY","SHEET METALWORK"
"110040509321","AIRS/AFS","4504500474","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509330","AIRS/AFS","4504500475","AIR MINOR","2499","PRIMARY","WOOD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040509349","AIRS/AFS","4504500476","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509358","AIRS/AFS","4504500481","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509367","AIRS/AFS","4504500482","AIR MINOR","2448","PRIMARY","WOOD PALLETS AND SKIDS"
"110040509376","AIRS/AFS","4504500483","AIR MINOR","3281","PRIMARY","CUT STONE AND STONE PRODUCTS"
"110040509385","AIRS/AFS","4504500484","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509394","AIR","SC0000004504590220","AIR SYNTHETIC MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509394","AIRS/AFS","4504500486","AIR MINOR","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110040509394","AIRS/AFS","4504590220","AIR SYNTHETIC MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509401","AIRS/AFS","4504500488","AIR MINOR","3398","PRIMARY","METAL HEAT TREATING"
"110040509410","AIRS/AFS","4504500489","AIR MINOR","2297","PRIMARY","NONWOVEN FABRICS"
"110040509429","AIRS/AFS","4504590524","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509429","AIR","SC0000004504500524","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509429","AIRS/AFS","4504500524","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509438","AIRS/AFS","4504500548","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110040509438","AIRS/AFS","4504590548","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110040509456","AIRS/AFS","4508300436","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509465","AIRS/AFS","4508300447","AIR MINOR","5171","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS"
"110040509474","AIRS/AFS","4508300453","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509483","AIRS/AFS","4508300456","AIR MINOR","3714","PRIMARY","MOTOR VEHICLE PARTS AND ACCESSORIES"
"110040509508","AIRS/AFS","4500700201","AIR MINOR","2869","PRIMARY","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"110040509517","AIRS/AFS","4500700203","AIR MINOR","3271","PRIMARY","CONCRETE BLOCK AND BRICK"
"110040509526","AIRS/AFS","4500700204","AIR MINOR","3081","PRIMARY","UNSUPPORTED PLASTICS FILM AND SHEET"
"110040509535","AIRS/AFS","4500700205","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040509544","NPDES","SCG340024","ICIS-NPDES NON-MAJOR","5171","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS"
"110040509544","AIRS/AFS","4500700206","AIR SYNTHETIC MINOR","5171","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS"
"110040509571","AIRS/AFS","4500700211","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509580","AIRS/AFS","4500700212","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509580","OSHA-OIS","317499143","OSHA ESTABLISHMENT","2241","PRIMARY","NARROW FABRIC AND OTHER SMALLWARES MILLS: COTTON, WOOL, SILK, AND MANMADE FIBER"
"110040509606","AIRS/AFS","4500900025","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509615","AIRS/AFS","4501900375","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509633","AIRS/AFS","4501900378","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509642","AIRS/AFS","4501900379","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509651","AIRS/AFS","4501900380","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509660","AIRS/AFS","4501900382","AIR MINOR","1629","PRIMARY","HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED"
"110040509679","AIRS/AFS","4501900386","AIR MINOR","3398","PRIMARY","METAL HEAT TREATING"
"110040509688","AIRS/AFS","4501900393","AIR MINOR","5712","PRIMARY","FURNITURE STORES"
"110040509697","OSHA-OIS","317492452","OSHA ESTABLISHMENT","3648","PRIMARY","LIGHTING EQUIPMENT, NOT ELSEWHERE CLASSIFIED"
"110040509697","AIRS/AFS","4501900394","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509704","AIRS/AFS","4501990512","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509704","AIRS/AFS","4501900397","AIR MINOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509704","AIR","SC0000004501900397","AIR EMISSIONS CLASSIFICATION UNKNOWN","3273","PRIMARY","READY-MIXED CONCRETE"
"110040509713","AIRS/AFS","4501900398","AIR MINOR","3731","PRIMARY","SHIP BUILDING AND REPAIRING"
"110040509722","AIRS/AFS","4501900399","AIR MINOR","5712","PRIMARY","FURNITURE STORES"
"110040509740","AIRS/AFS","4501900408","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040509759","AIRS/AFS","4501900409","AIR SYNTHETIC MINOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110040509768","AIRS/AFS","4508300465","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509777","AIRS/AFS","4508300466","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110040509802","AIRS/AFS","4508300473","AIR MINOR","2824","PRIMARY","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"110040509811","AIRS/AFS","4508300474","AIR MINOR","3499","PRIMARY","FABRICATED METAL PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040509820","AIRS/AFS","4508300475","AIR MINOR","8999","PRIMARY","SERVICES, NOT ELSEWHERE CLASSIFIED"
"110040509839","AIRS/AFS","4508300477","AIR MINOR","3499","PRIMARY","FABRICATED METAL PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110040509848","AIRS/AFS","4508300478","AIR MINOR","2295","SECONDARY","COATED FABRICS, NOT RUBBERIZED"
"110040509848","AIRS/AFS","4508300478","AIR MINOR","2269","PRIMARY","FINISHERS OF TEXTILES, NOT ELSEWHERE CLASSIFIED"
