"","ObjectID","Loc_name","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","CntryName","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ExInfo","IN_Address","IN_Address2","IN_Address3","IN_Neighborhood","IN_City","IN_Subregion","IN_Region","IN_Postal","IN_PostalExt","IN_CountryCode","USER_Region","USER_State","USER_Borrower_Name","USER_State_Tracking_Number","USER_Type_of_Assistance","USER_Supplemental_Appropriation","USER_Latest_Agreement_Action","USER_Initial_Agreement_Date","USER_Initial_Agreement_Amount","USER_Date_of_Latest_Agreement_Action","USER_Current_Agreement_Amount","USER_Annual_Interest_Rate____","USER_Annual_Fee_Rate____","USER_Annual_Finance_Charge____","USER_Upfront_Fees","USER_Repayment_Period__Years_","USER_Includes_Additional_Subsidy_","USER_Additional_Subsidy_Amount","USER_Green_Project_Reserve__GPR__Total","USER_Hardship_Disadvantaged_Community_","USER_Programmatic_Finance_","USER_Sponsorship_Lending_","USER_Sponsorship_Lending__Implementing_Partner","USER_Conduit_Finance_","USER_Subagreements_To_Date","USER_Total_Non_SRF_Co_funding","USER_Non_SRF_Co_funding___Federal","USER_Non_SRF_Co_funding___State","USER_Non_SRF_Co_funding___Local","USER_Project_Name","USER_Project_Description","USER_Project_Needs_Categories","USER_Facility_Name","USER_NPDES_Permit_Number","USER_Population_Served_by_Project","USER_Project_Start","USER_Project_Completion_Date","USER_Affected_Waterbody_Designation","USER_CWA_Compliance_Objective","USER_Designated_Water_Use___Protect","USER_Designated_Water_Use___Restore","USER_Improvement_or_Maintenance_of_Receiving_Waterbody_","USER_Linked_Assistance_Agreement_","USER_Linked_Assistance_Agreement___State_Tracking_Number","geometry"
"316",316,"World","M",79.23,"A","Slater Water & Sewer District","Slater Water & Sewer District, 204 Whitney St, Slater, SC, 29683, USA","Slater Water & Sewer District","POI","Other Professional Place","Slater Water & Sewer District","204 Whitney St, Slater, South Carolina, 29683","(864) 836-5694","",22,"","204","","","","","","","Whitney","St","","","","","","","","","204 Whitney St","","","","","Slater","","Greenville County","South Carolina","SC","","","29683","","USA","United States","ENG",0,-82.492645,35.030257,-82.492645,35.030257,-82.493645,-82.491645,35.029257,35.031257,"STARR IVA","Starr-Iva Water & Sewer District",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Starr-Iva Water & Sewer District","F1-20-742-01","Loan","Not Applicable","Initial Agreement",2020-11-18,80000,2020-11-18,80000,0,0,0,0,0,"Yes",80000,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Cloverhill Sewer Rehabilitation Plase I","This project involves conducting Sanitary Sewer Evaluation Surveys (SSES) on the Starr-Iva Water & Sewer District's sanitary sewer collection system. From these surveys, a Preliminary Engineering Report (PER) will be developed, prioritizing and proposing a plan for implementing targeted sewerline rehabilitation through appropriate methods such as pipe bursting, cured-in-place pipe or open-cut relocation as well as manhole rehabilitation or replacement and lateral connection improvements.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $80,000.00","Starr-Iva Water & Sewer District","SC0023744",76,2020-12-01,2022-09-28,"Impaired","Achieve Compliance",NA,NA,"Improvement","No",NA,c(954674.687478825, 484331.357168247)
"317",317,"World","M",100,"M","Berkeley County, South Carolina","Berkeley County, SC, USA","Berkeley County","Locality","County","Berkeley County","South Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkeley County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-79.952171553673,33.197301364568,-79.952171553673,33.197301364568,-80.353171553673,-79.551171553673,32.796301364568,33.598301364568," ","Berkeley County",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Berkeley County","X1-229-20-496-22","Loan",NA,"Initial Agreement",2020-06-30,10230776,2020-06-30,10230776,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,"Berkeley County Water & Sewer (Central)","Central Berkeley WWTP Expansion",NA,NA,NA,51400,2020-06-01,2022-01-22,NA,NA,NA,NA,NA,"No",NA,c(1708568.15957626, -199792.93328562)
"318",318,"World","M",97.9,"A","East Richland County Public Service District","East Richland County Public Service District, 704 Ross Rd, Columbia, SC, 29223, USA","East Richland County Public Service District","POI","Government Office","East Richland County Public Service District","704 Ross Rd, Columbia, South Carolina, 29223","(803) 788-6351","www.ercpsd.net",24,"","704","","","","","","","Ross","Rd","","","","","","","","","704 Ross Rd","","","","","Columbia","","Richland County","South Carolina","SC","","","29223","5717","USA","United States","ENG",0,-80.945937356547,34.095366048191,-80.9457579,34.0951679,-80.9507579,-80.9407579,34.0901679,34.1001679,"","East Richland Public Service District",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","East Richland Public Service District","X1-230-20-524-27","Loan","Not Applicable","Initial Agreement",2020-07-29,6490670,2020-07-29,6490670,1.8,0,1.8,22717,20,"No",0,3245335,"No","No","No",NA,"No",0,0,0,0,0,"54- Inch Sewer Truck Line Rehabilitation","Rehabilitation of approximately 8870 linear feet of 54-inch sewer trunk line and 36 associated manholes using the cured-in-place (CIPP) trenchless rehabilitation method.","Centralized Wastewater Treatment - Infiltration/Inflow Correction: $3,245,335.00<br> Centralized Wastewater Treatment - Sewer System Rehabilitation: $3,245,335.00","EAST RICH CO PSD/GILLS CREEK","SC0038865",43500,2020-06-01,2022-02-10,"Meeting Standards","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1410894.92253977, 131402.43338822)
"319",319,"World","M",100,"M","Berkeley County, South Carolina","Berkeley County, SC, USA","Berkeley County","Locality","County","Berkeley County","South Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkeley County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-79.952171553673,33.197301364568,-79.952171553673,33.197301364568,-80.353171553673,-79.551171553673,32.796301364568,33.598301364568," ","Berkeley County",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Berkeley County","X1-223-19-496-25","Loan","Not Applicable","Initial Agreement",2020-06-30,8344437,2020-06-30,8344437,2.6,0,2.6,29206,20,"No",0,0,"No","No","No",NA,"No",0,1997957,0,0,1997957,"Pump Station #001 Force Main Replacement","Replacement of approximately 11,700 linear feet of 30-inch DIP force main with new 42-inch PVC force main to include all appurtenances connecting from Pump Station 1 to the Lower Berkeley Wastewater Treatment Facility by means of horizontal directional drilling and open-cut methods.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $8,344,437.00","BCW&SA/LOWER BERKELEY WWTF","SC0046060",65000,2020-07-06,2021-12-08,"Not Applicable","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1708568.15957626, -199792.93328562)
"320",320,"World","M",100,"M","Berkeley County, South Carolina","Berkeley County, SC, USA","Berkeley County","Locality","County","Berkeley County","South Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkeley County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-79.952171553673,33.197301364568,-79.952171553673,33.197301364568,-80.353171553673,-79.551171553673,32.796301364568,33.598301364568," ","Berkeley County",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Berkeley County","X1-216-19-496-24","Loan","Not Applicable","Initial Agreement",2020-06-30,1106425,2020-06-30,1106425,2.6,0,2.6,3872,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Jedburg/I-26 Interchange Improvements-Sewer Line Relocation","Relocation of approximately 1190 linear feet (LF) of 15-inch PVC gravity sewer main along a proposed ramp, 2010 LF of 8-inch PVC force main along Jedburg Road, 3020 LF of 14-inch force main along the proposed exit ramp and necessary appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,106,425.00","Berkeley County",NA,0,2020-06-15,NA,NA,NA,NA,NA,NA,"No",NA,c(1708568.15957626, -199792.93328562)
"321",321,"World","M",95.71,"A","Valley Public Service Authority Water Office","Valley Public Service Authority Water Office, 442 Pine St, Gloverville, SC, 29828, USA","Valley Public Service Authority Water Office","POI","Government Office","Valley Public Service Authority Water Office","442 Pine St, Gloverville, South Carolina, 29828","(803) 593-2053","",22,"","442","","","","","","","Pine","St","","","","","","","","","442 Pine St","","","","","Gloverville","","Aiken County","South Carolina","SC","","","29828","","USA","United States","ENG",0,-81.814628,33.515794,-81.814628,33.515794,-81.815628,-81.813628,33.514794,33.516794,"","Valley Public Service Authority",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Valley Public Service Authority","F1-18-738-01","Loan","Not Applicable","Initial Agreement",2020-09-17,788670,2020-09-17,788670,0,0,0,0,0,"Yes",788670,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Warrenville Sewer Improvements - Phase I","The project will include the rehabilitation of lines A and B (Phase I) of the existing Warrenville sewer system to include HDPE pipe bursting, pipe replacement, UV cured CIPP lining, manhole rehabilitation and repair, invert rehabilitation and repair, and all necessary associated appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $788,670.00","Valley Public Service Authority Sewer System","SC0024457",174,NA,NA,"Impaired","Achieve Compliance",NA,NA,"Maintenance","No",NA,c(1141913.83386672, -73083.946592183)
"322",322,"World","M",100,"M","Berkeley County, South Carolina","Berkeley County, SC, USA","Berkeley County","Locality","County","Berkeley County","South Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkeley County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-79.952171553673,33.197301364568,-79.952171553673,33.197301364568,-80.353171553673,-79.551171553673,32.796301364568,33.598301364568," ","Berkeley County",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Berkeley County","X1-222-19-496-20","Loan",NA,"Initial Agreement",2020-06-20,10230776,2020-06-20,10230776,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,"Berkeley County Water & Sewer","Sewer Pump Station #002 Renovation",NA,NA,NA,46000,2020-06-01,2021-11-17,NA,NA,NA,NA,NA,"No",NA,c(1708568.15957626, -199792.93328562)
"323",323,"World","M",100,"A","City of Rock Hill, South Carolina","City of Rock Hill, SC, USA","City of Rock Hill","Locality","City","City of Rock Hill","City of Rock Hill, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Rock Hill","","York County","South Carolina","SC","","","","","USA","United States","ENG",0,-81.02617,34.94079,-81.02617,34.94079,-81.11317,-80.93917,34.85379,35.02779,"","City of Rock Hill",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Rock Hill","X1-221-19-393-29","Loan","Not Applicable","Initial Agreement",2020-06-25,4848432,2020-06-25,4848432,2.6,0,2.6,0,30,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"New Project",NA,NA,NA,NA,0,2020-08-03,NA,NA,NA,NA,NA,NA,"No",NA,c(1392833.34268746, 439577.035916616)
"324",324,"World","M",100,"A","City of Rock Hill, South Carolina","City of Rock Hill, SC, USA","City of Rock Hill","Locality","City","City of Rock Hill","City of Rock Hill, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Rock Hill","","York County","South Carolina","SC","","","","","USA","United States","ENG",0,-81.02617,34.94079,-81.02617,34.94079,-81.11317,-80.93917,34.85379,35.02779,"","City of Rock Hill",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Rock Hill","1-224-19-393-33","Loan","Not Applicable","Initial Agreement",2020-06-25,55300000,2020-06-25,55300000,2.8,0,2.8,193550,30,"No",0,0,"No","No","No",NA,"No",0,4548315,0,0,4548315,"Manchester Creek WWTP Upgrades & Expansion - Headworks Replacement","Improvements to the WWTP include construction of: A new 20 MGD average/60 MGD peak flow influent pump station with two new coarse screens, three new fine screens and three grit removal systems, new odor control, electrical upgrades, a new 8.3 MG equalization basin, a new hauled waste facility and necessary appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $55,300,000.00","ROCK HILL/MANCHESTER CREEK","SC0020443",65000,2020-05-20,2023-10-11,"Meeting Standards","Maintain Compliance","Freshwaters (FW): Primary","Freshwaters (FW): Secondary","Improvement","No",NA,c(1392833.34268746, 439577.035916616)
"325",325,"World","M",92.42,"M","James Island Public Service District Station 3","James Island Public Service District Station 3, 78 Plymouth Ave, Charleston, SC, 29412, USA","James Island Public Service District Station 3","POI","Fire Station","James Island Public Service District Station 3","78 Plymouth Ave, Charleston, South Carolina, 29412","(843) 795-2094"," ",19," ","78"," "," "," "," "," "," ","Plymouth","Ave"," "," "," "," "," "," "," "," ","78 Plymouth Ave"," "," "," "," ","Charleston"," ","Charleston County","South Carolina","SC"," "," ","29412"," ","USA","United States","ENG",0,-79.992115,32.768105,-79.992115,32.768105,-79.993115,-79.991115,32.767105,32.769105," ","James Island Public Service District",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","James Island Public Service District","X1-228-20-543-18","Loan","Not Applicable","Initial Agreement",2020-06-01,994971,2020-06-01,994971,2.2,0,2.2,3482,20,"No",0,0,"No","No","No",NA,"No",0,27600,0,0,27600,"Pump Station # 1 Downgrade and Conversion","Downgrade/conversion of pump station # 1 from duplex 35 hp dry well pumps to duplex 34 hp wet well pumps with above grade piping, floor proof hatches, elevated control panel, and elevated emergency natural Gas Gen-Set and ATS.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $994,971.00","CHARLESTON CPW/PLUM ISLAND","SC0021229",9112,2020-07-20,2021-04-22,"Impaired","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1694781.30965645, -355933.253329706)
"326",326,"World","M",100,"A","City of Abbeville, South Carolina","City of Abbeville, SC, USA","City of Abbeville","Locality","City","City of Abbeville","City of Abbeville, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Abbeville","","Abbeville County","South Carolina","SC","","","","","USA","United States","ENG",0,-82.37783,34.17907,-82.37783,34.17907,-82.40783,-82.34783,34.14907,34.20907,"","City of Abbeville",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Abbeville","X1-219-19-728-04","Loan","Not Applicable","Initial Agreement",2020-02-13,948620,2020-02-13,948620,1,0,1,3320,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Long Cane Creek Wastewater Treatment Plant Upgrade","Upgrade of the WWTP includes subdividing the existing aeration basin into a smaller aeration basin with fine bubble diffused aeration and two aerobic digesters with coarse bubble aeration. It also includes replacing the influent screen and adding VFDs to the existing RAS pumps with necessary appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $948,620.00","City of Abbeville Long Cane Creek WWTP","SC0040614",5500,2020-02-28,2021-01-13,"Meeting Standards","Achieve Compliance",NA,NA,"Maintenance","No",NA,c(978486.013600675, 173545.84815587)
"327",327,"World","M",89.08,"M","James Island Public Service District Station 1 Headquarters","James Island Public Service District Station 1 Headquarters, 1622 Camp Rd, Charleston, SC, 29412, USA","James Island Public Service District Station 1 Headquarters","POI","Fire Station","James Island Public Service District Station 1 Headquarters","1622 Camp Rd, Charleston, South Carolina, 29412","(843) 795-2094"," ",19," ","1622"," "," "," "," "," "," ","Camp","Rd"," "," "," "," "," "," "," "," ","1622 Camp Rd"," "," "," "," ","Charleston"," ","Charleston County","South Carolina","SC"," "," ","29412"," ","USA","United States","ENG",0,-79.966632,32.734036,-79.966632,32.734036,-79.967632,-79.965632,32.733036,32.735036," ","James Island Public Service District",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","James Island Public Service District","X1-227-20-543-17","Loan","Not Applicable","Initial Agreement",2020-06-01,1067757,2020-06-01,1067757,2.2,0,2.2,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"New Project","Pump Station 22 and 34 Upgrades","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,067,757.00",NA,NA,19099,2020-06-01,2020-11-06,NA,NA,NA,NA,NA,"No",NA,c(1702499.96359002, -368415.891082107)
"328",328,"World","M",100,"A","Town of Honea Path, South Carolina","Town of Honea Path, SC, USA","Town of Honea Path","Locality","City","Town of Honea Path","Town of Honea Path, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Honea Path","","Anderson County","South Carolina","SC","","","","","USA","United States","ENG",0,-82.39471,34.44759,-82.39471,34.44759,-82.41771,-82.37171,34.42459,34.47059,"","Town of Honea Path",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Town of Honea Path","F1-19-515-01","Loan","Not Applicable","Initial Agreement",2019-09-30,503803,2019-09-30,503803,0,0,0,0,0,"Yes",503803,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Corner Creek Basin - Sewer Rehabilitation - Phase I","This project involves conducting a Sanitary Survey Evaluation Survey on the Corner Creek Basin gravity sewer collection system. The work will include smoke testing, manhole inspections, cleaning of sewer lines, CCTV inspection, root cutting and dye testing to prioritize sub-basins for rehabilitation. Results and recommendations shall be summarized in a Preliminary Engineering Report.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $503,803.00","Town of Honea Path","SC0020214",3597,2019-10-07,2021-01-14,"Meeting Standards","Achieve Compliance","Freshwaters (FW): Primary",NA,"Improvement","No",NA,c(976724.410571406, 271387.703531283)
"329",329,"World","M",100,"A","Town of Calhoun Falls, South Carolina","Town of Calhoun Falls, SC, USA","Town of Calhoun Falls","Locality","City","Town of Calhoun Falls","Town of Calhoun Falls, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Calhoun Falls","","Abbeville County","South Carolina","SC","","","","","USA","United States","ENG",0,-82.59631,34.09324,-82.59631,34.09324,-82.61631,-82.57631,34.07324,34.11324,"","Town of Calhoun Falls",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Town of Calhoun Falls","F1-19-453-03","Loan","Not Applicable","Amendment",2019-10-03,672615,2021-03-30,972615,0,0,0,0,0,"Yes",972615,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Sewer Collection System Rehabilitation","The project involves conducting a Sanitary Survey Evaluation Survey (SSES) of the Town's sewer collection system. This work may include smoke testing, manhole inspection, cleaning of sewer lines, CCTV inspection, root cutting and dye testing to assist in the creation of a Preliminary Engineering Report (PER), which will recommend and prioritize the rehabilitation of sewer lines, manholes and lateral connections.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $972,615.00","Town of Calhoun Falls","SC0025721",2004,2019-10-07,NA,"Meeting Standards","Achieve Compliance",NA,NA,"Maintenance","No",NA,c(911310.511796226, 144649.580869056)
"330",330,"World","M",89.08,"M","James Island Public Service District Station 1 Headquarters","James Island Public Service District Station 1 Headquarters, 1622 Camp Rd, Charleston, SC, 29412, USA","James Island Public Service District Station 1 Headquarters","POI","Fire Station","James Island Public Service District Station 1 Headquarters","1622 Camp Rd, Charleston, South Carolina, 29412","(843) 795-2094"," ",19," ","1622"," "," "," "," "," "," ","Camp","Rd"," "," "," "," "," "," "," "," ","1622 Camp Rd"," "," "," "," ","Charleston"," ","Charleston County","South Carolina","SC"," "," ","29412"," ","USA","United States","ENG",0,-79.966632,32.734036,-79.966632,32.734036,-79.967632,-79.965632,32.733036,32.735036," ","James Island Public Service District",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","James Island Public Service District","X1-220-19-543-16","Loan","Not Applicable","Initial Agreement",2019-12-05,1793128,2019-12-05,1793128,2.6,0,2.6,6276,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Pump Station #2 Upgrade and Conversion","Pump station 2 upgrade from duplex 60HP dry well pumps to triplex 85HP wet well pumps with above grade piping, flood prof hatches, elevated control panel, elevated emergency natural gas Gen-Set with automatic transfer switch. Includes new pavement, fencing and driveway.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,793,128.00","James Island Public Service District","SC0021229",9112,2019-12-02,2020-11-03,NA,NA,NA,NA,"Improvement","No",NA,c(1702499.96359002, -368415.891082107)
"331",331,"World","M",100,"A","City of Camden, South Carolina","City of Camden, SC, USA","City of Camden","Locality","City","City of Camden","City of Camden, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Camden","","Kershaw County","South Carolina","SC","","","","","USA","United States","ENG",0,-80.60846,34.25638,-80.60846,34.25638,-80.85846,-80.35846,34.00638,34.50638,"","City of Camden",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Camden","X1-218-19-433-05","Loan","Not Applicable","Initial Agreement",2019-09-12,2051531,2019-09-12,2051531,2.6,NA,2.6,7180,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Kirkwood, Ancrum and Ehrenclou Community Sewer Improvements","Installation of approximately 1,680 linear feet (LF) of 8-inch PVC gravity sewer including two 4-foot diameter pre-cast doghouse manholes and nine 4-foot diameter standard pre-cast manholes, approximately 70 LF of 4-inch PVC sewer force main, one 161 gpm duplex submersible wastewater lift station and all associated appurtenances. This project will positively affect e.coli/fecal, BOD and TSS.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $2,051,531.00","City of Camden Wastewater Treatment Facilities ","SC0021032",650,2019-04-01,2019-10-31,NA,"Maintain Compliance",NA,NA,"Improvement","No",NA,c(1513957.26569215, 188239.000144321)
"332",332,"World","M",100,"A","Town of Fort Lawn, South Carolina","Town of Fort Lawn, SC, USA","Town of Fort Lawn","Locality","City","Town of Fort Lawn","Town of Fort Lawn, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Fort Lawn","","Chester County","South Carolina","SC","","","","","USA","United States","ENG",0,-80.89912,34.70023,-80.89912,34.70023,-80.91312,-80.88512,34.68623,34.71423,"","Town of Fort Lawn",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Town of Fort Lawn","F1-17-737-01","Loan","Not Applicable","Initial Agreement",2019-09-06,455385,2019-09-06,455385,0,0,0,0,0,"Yes",455385,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Sewer System Evaluation Survey","This project involves conducting a Sanitary Sewer Evaluation Survey on the Town's gravity sewer collection system. The work will include preliminary investigation, field investigation (to include MH Inspections, Smoke Testing, Dye Testing, 100% CCTV), prioritization and recommendation development and the creation of a Preliminary Engineering Report.","Other - Planning and Assessments: $455,385.00",NA,NA,745,2019-09-30,2020-08-26,"Impaired","Not Applicable",NA,NA,"Improvement","No",NA,c(1429225.88274451, 351293.121320475)
"333",333,"World","M",78.55,"A","Edgefield County Water & Sewer Authority","Edgefield County Water & Sewer Authority, 100 Waterworks Rd, Edgefield, SC, 29824, USA","Edgefield County Water & Sewer Authority","POI","Government Office","Edgefield County Water & Sewer Authority","100 Waterworks Rd, Edgefield, South Carolina, 29824","(803) 279-1503","",22,"","100","","","","","","","Waterworks","Rd","","","","","","","","","100 Waterworks Rd","","","","","Edgefield","","Edgefield County","South Carolina","SC","","","29824","","USA","United States","ENG",0,-81.918108,33.781488,-81.918108,33.781488,-81.919108,-81.917108,33.780488,33.782488,"GRAND STRAND","Grand Strand Water and Sewer Authority",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Grand Strand Water and Sewer Authority","1-214-19-381-75","Loan","Not Applicable","Initial Agreement",2019-09-27,15014426,2019-09-27,15014426,2.6,0,2.6,52550,30,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Longs Wastewater Treatment Plant Upgrade and Expansion","Construction of a new advanced treatment 3.0 MGD wastewater treatment plant (WWTP) to replace the existing aerated lagoon WWTP. The new WWTP consists of  a septage receiving station, headworks, dual oxidation ditches, clarification, sludge thickener, sludge holding tank, sludge belt press, UV disinfection, and other miscellaneous items and necessary appurtenances.","Centralized Wastewater Treatment - Advanced Treatment: $15,014,426.00","Grand Strand Water & Sewer Authority Longs WWTP","SC0040878",55000,2019-07-22,2022-02-10,"Impaired","Maintain Compliance","Freshwaters (FW): Primary","Freshwaters (FW): Primary","Improvement","No",NA,c(1113217.61592474, 24495.6621624451)
"334",334,"World","M",89.08,"M","James Island Public Service District Station 1 Headquarters","James Island Public Service District Station 1 Headquarters, 1622 Camp Rd, Charleston, SC, 29412, USA","James Island Public Service District Station 1 Headquarters","POI","Fire Station","James Island Public Service District Station 1 Headquarters","1622 Camp Rd, Charleston, South Carolina, 29412","(843) 795-2094"," ",19," ","1622"," "," "," "," "," "," ","Camp","Rd"," "," "," "," "," "," "," "," ","1622 Camp Rd"," "," "," "," ","Charleston"," ","Charleston County","South Carolina","SC"," "," ","29412"," ","USA","United States","ENG",0,-79.966632,32.734036,-79.966632,32.734036,-79.967632,-79.965632,32.733036,32.735036," ","James Island Public Service District",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","James Island Public Service District","X1-209-18-543-15","Loan","Not Applicable","Initial Agreement",2019-06-07,6715435,2019-06-07,6715435,2.6,NA,2.6,23504,30,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Pump Station #2 Force Main Diversion and Capacity Upgrade","Installation of 9400 linear feet of 14-inch and 16-inch ID force main by directional drilling, Jack & Bore, and open trench starting on Central Park PS-2 and continuing along Central Park Road to Folly Road to James Island Expressway to Harbor View and then to the tie-in on Harbor View Circle. This is Phase 1 of a planned 4-phase sewer system rehabilitation for the District.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $6,715,435.00","James Island Public Service District","SC0021229",9112,2019-04-09,2019-09-09,"Meeting Standards","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1702499.96359002, -368415.891082107)
"335",335,"World","M",78.04,"M","Mount Pleasant, South Carolina","Mount Pleasant, SC, USA","Mount Pleasant","Locality","City","Mount Pleasant","Mount Pleasant, South Carolina"," "," ",6.5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Mount Pleasant"," ","Charleston County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-79.8765153,32.7905132,-79.8765153,32.7905132,-80.0055153,-79.7475153,32.6615132,32.9195132,"WATERWORKS AND SEWER COMMISSION","Mt. Pleasant Waterworks and Sewer Commission",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Mt. Pleasant Waterworks and Sewer Commission","X1-217-19-511-53","Loan","Not Applicable","Initial Agreement",2019-09-16,5574130,2019-09-16,5574130,2.6,0,2.6,19509,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Pump Station Conversions and Rehabilitation","Convert four pump stations (PS 43, 55, 56 and 62)from suction lift to submersible pump stations; upgrade two pump stations (PS 1 and 124) to include replacement and piping conversions; replace and convert discharge piping of five pump stations (PS 42,76,81,102 and 133) to MPW standard; and coat/line interior walls of wet wells for three pump stations (PS 27,28 and 149).","Centralized Wastewater Treatment - Sewer System Rehabilitation: $5,574,130.00","Town of Mount Pleasant","SC0040771",1500,2019-09-16,2021-09-13,"Meeting Standards","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1730415.9774882, -348108.706452064)
